storeId,cityName,openStatus,openTime,storeName,storeStar,serviceStar,envStar,tasteStar,speedStar,isOpenNet,scrapeHour,scrapeDate,operatingStatus,tier,maxSeatPeople
090307,南通市,1,上午9:00——次日7:00,海安万达店,4.8,4.8,4.8,4.8,4.8,1,15,8/26/2020,正在营业,Tier 3,
091002,连云港市,1,早10:30~晚24：00,吾悦广场店,4.9,4.9,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,
091001,连云港市,1,早9:00~次日07:00,苏宁广场店,4.9,4.9,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,
091203,淮安市,1,早9:00~次日07:00,楚州万达广场店,4.8,4.7,4.8,4.8,4.8,1,15,8/26/2020,正在营业,Tier 3,
091202,淮安市,1,早9:00~次日07:00,淮安吾悦广场店,4.8,4.8,4.9,4.9,4.8,0,15,8/26/2020,正在营业,Tier 3,8
091201,淮安市,1,早9:00~次日07:00,苏宁广场店,4.8,4.8,4.9,4.9,4.8,1,15,8/26/2020,正在营业,Tier 3,8
090802,盐城市,1,早10:00~次日07:00,中南城店,4.9,4.9,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
090804,盐城市,1,早9:00~次日07:00,聚龙湖金鹰购物中心店,4.8,4.7,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
090803,盐城市,1,早10:00~次日07:00,宝龙广场店,4.9,4.8,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,
090801,盐城市,1,早9:00~次日07:00,北金鹰,4.9,4.9,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
040507,扬州市,1,早9:00~次日03:00,宝龙广场店,4.9,4.8,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
040505,扬州市,1,早9:00~次日02:00,京华城店,4.9,4.8,4.9,4.9,4.9,0,15,8/26/2020,正在营业,Tier 3,8
040504,扬州市,1,早10:00~次日07:00,三盛国际店,4.9,4.8,4.9,4.9,4.9,0,15,8/26/2020,正在营业,Tier 3,8
040503,扬州市,13,早10:00~次日03:00,印象汇店,5.0,5.0,5.0,4.9,5.0,0,15,8/26/2020,迁址停业,Tier 3,
040506,扬州市,1,早10:00~次日07:00,中集文昌店,4.9,4.9,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,
040508,扬州市,1,早10:00~次日03:00,江都金鹰店,4.8,4.6,4.8,4.8,4.8,1,15,8/26/2020,正在营业,Tier 3,
040509,扬州市,1,9:00至次日凌晨7:00,高邮世贸金街店,4.9,4.9,4.8,4.9,4.8,1,15,8/26/2020,正在营业,Tier 3,8
045101,镇江市,1,早09:00~次日07:00,吾悦广场店,4.8,4.8,4.8,4.8,4.8,1,15,8/26/2020,正在营业,Tier 3,
090401,镇江市,1,早10:00~次日07:00,常发广场店,4.8,4.8,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
090402,镇江市,1,早10:00~次日00:00,八佰伴店,4.9,4.9,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,
090403,镇江市,1,早10:00~次日03:00,凤凰广场店,4.9,4.9,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
041203,泰州市,1,早10:00~次日03:00,万达广场店,4.9,4.8,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
041204,泰州市,1,早10:00~次日07:00,泰州天虹购物中心店,4.8,4.8,4.9,4.9,4.8,1,15,8/26/2020,正在营业,Tier 3,
041201,泰州市,1,早10:00~次日03:00,稻河古街店,4.8,4.8,4.8,4.8,4.8,1,15,8/26/2020,正在营业,Tier 3,
041202,泰州市,1,早10:40~次日03:00,姜堰大道店,4.9,4.8,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,8
042202,宿迁市,1,早10:00~次日03:00,水韵城店,4.9,4.8,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,
042201,宿迁市,1,早10:00~次日03:00,万达广场店,4.9,4.8,4.9,4.9,4.9,1,15,8/26/2020,正在营业,Tier 3,
042203,宿迁市,1,早10:00-次日03:00,乐之地店,4.7,4.6,4.8,4.8,4.6,1,15,8/26/2020,正在营业,Tier 3,8
040318,杭州市,5,早10:00~次日07:00,富春新天地店,4.9,4.9,4.8,4.9,4.9,1,17,8/26/2020,?,Tier 2,8
040315,杭州市,1,早10:30~次日07:00,未来科技城万达广场店,4.8,4.7,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,8
040324,杭州市,1,早10:00-凌晨07：00,杭州中南乐游店,4.5,4.3,4.5,4.5,4.5,1,17,8/26/2020,正在营业,Tier 2,
040312,杭州市,1,早10:00~次日05:00,银隆百货店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040304,杭州市,1,早10:00~次日07:00,金城店,5.0,4.9,5.0,5.0,5.0,1,17,8/26/2020,正在营业,Tier 2,8
040326,杭州市,1,早10:00~次日03:00,西溪银泰店,4.7,4.6,4.8,4.8,4.8,0,17,8/26/2020,正在营业,Tier 2,8
040320,杭州市,1,早9:00~次日07:00,九宜城店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040301,杭州市,1,早10:30~次日05:00,西湖店,4.9,4.8,4.9,4.9,4.8,0,17,8/26/2020,正在营业,Tier 2,8
040313,杭州市,1,早10:00–次日03:00,宝龙广场店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040319,杭州市,1,早10:00~次日07:00,湖滨银泰店,4.9,4.8,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 2,8
040321,杭州市,1,早10:00~次日07:00,古墩路店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040316,杭州市,1,早10:00~次日04:00,铂澜大象城店,4.9,4.9,4.9,4.9,5.0,1,17,8/26/2020,正在营业,Tier 2,9
040305,杭州市,1,早10:00~次日05:00,庆春路店,4.8,4.8,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,8
040310,杭州市,1,早10:00~次日07:00,城西银泰店,4.8,4.8,4.9,4.9,4.8,1,17,8/26/2020,正在营业,Tier 2,8
040309,杭州市,1,早10:00~次日07:00,天虹广场店,4.9,4.9,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 2,
040323,杭州市,1,早10:00~次日02:00,归谷中心店,4.6,4.5,4.7,4.7,4.6,0,17,8/26/2020,正在营业,Tier 2,
040307,杭州市,1,早9:00~次日07:00,水晶城店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040317,杭州市,1,早10:00~次日7:00,杭州西田城店,4.8,4.8,4.9,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,
040303,杭州市,1,早10:00~次日05:00,绍兴路店,4.8,4.8,4.9,4.9,4.8,1,17,8/26/2020,正在营业,Tier 2,8
040322,杭州市,1,早10:00~次日07:00,拱墅万达店,4.8,4.7,4.9,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,8
040314,杭州市,1,早10:00~次日05：30,三花国际店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040308,杭州市,1,早10:00~次日03:00,中大银泰城店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040306,杭州市,1,早10:00~次日05:00,下沙银泰店,4.8,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040328,杭州市,1,早10:00~次日03:00,金沙印象城店,4.8,4.7,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,
040311,杭州市,1,早10:00~次日05:00,华元欢乐城店,4.9,4.9,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 2,8
090205,宁波市,1,早10:00~次日03:00,奉化银泰城店,4.7,4.6,4.8,4.7,4.7,1,17,8/26/2020,正在营业,Tier 2,8
250201,宁波市,1,早9:00~次日07:00,众安广场店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
090206,宁波市,1,早10:00~次日07:00,天童南路店,4.8,4.7,4.9,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,
090210,宁波市,1,早10:00~次日07:00,明州里店,4.8,4.7,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,8
090211,宁波市,1,早9:00~次日07:00,宝龙广场店,4.7,4.7,4.7,4.7,4.8,1,17,8/26/2020,正在营业,Tier 2,8
090201,宁波市,1,早10:00~次日07:00,亚细亚店,4.8,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
090207,宁波市,1,早10:00~次日03:00,中山东路店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
090209,宁波市,1,早10:00~次日03:00,高鑫广场店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
090212,宁波市,5,早10:00~24:00,绿地中心店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,?,Tier 2,8
090208,宁波市,1,早10:00~次日04:00,天伦时代广场店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
090213,宁波市,1,早10:00~次日03:00,东部银泰店,4.7,4.6,4.8,4.7,4.7,1,17,8/26/2020,正在营业,Tier 2,8
091701,宁波市,1,早10:00~次日07:00,慈溪银泰城店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
090214,宁波市,1,早10:00~凌晨2:00,宁波吾悦店,4.8,4.8,4.8,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
090204,宁波市,1,早10:00~03：00,银泰城店,4.9,4.9,4.9,4.9,5.0,1,17,8/26/2020,正在营业,Tier 2,
091402,温州市,1,早10:00~次日07:00,大西洋银泰城店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
091401,温州市,1,早10:00~次日7:00,5050购物中心店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,8
091403,温州市,1,早10:00~次日07:00,名城广场店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,6
250101,嘉兴市,1,早10:30~次日03:00,银泰城店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,8
250102,嘉兴市,1,早09:00~次日07:00,海宁爱琴海店,4.8,4.8,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,
131904,嘉兴市,1,09:00-次日07:00,华府八佰伴店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,8
131901,嘉兴市,1,早10:00~次日05:00,八佰伴店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,8
131902,嘉兴市,1,早10:00~次日05:00,杉杉in象店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
131903,嘉兴市,1,早10:00~次日03:00,平湖八佰伴店,4.8,4.7,4.9,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,
041702,湖州市,1,早9:00~次日07:00,浙北大厦店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,8
041701,湖州市,1,早10:00~次日07:00,东吴银泰城店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
041703,湖州市,1,早10:00~凌晨07：00,星火外滩店,4.8,4.8,4.9,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,8
041704,湖州市,1,10:00~次日7:00,利时广场店,4.7,4.6,4.8,4.8,4.7,1,17,8/26/2020,正在营业,Tier 3,
091502,绍兴市,1,早10:00~次日03:00,西施大街店,4.8,4.7,4.8,4.9,4.8,1,17,8/26/2020,正在营业,Tier 3,
091501,绍兴市,1,早10:00~次日03:00,雄风新天地店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
132306,绍兴市,1,上午10：00-次日凌晨03：00,嵊州鹿山店,4.8,4.7,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
132307,绍兴市,1,早10:00-次日凌晨3:00,和悦广场店,4.6,4.6,4.6,4.7,4.6,1,17,8/26/2020,正在营业,Tier 3,8
132301,绍兴市,1,早10:30~次日07:00,金帝银泰店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
132303,绍兴市,1,早10:00~次日07:00,世茂广场店,4.7,4.6,4.8,4.7,4.8,1,17,8/26/2020,正在营业,Tier 3,8
132305,绍兴市,1,早10:00~次日07:00,柯桥银泰店,4.8,4.8,4.8,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
132302,绍兴市,1,早10:00~次日07:00,柯桥万达店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,8
132304,绍兴市,1,早10:00~次日07:00,大通购物中心店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
041501,金华市,1,早10:00~次日03:00,银泰城店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
042302,金华市,1,上午 10:30-次晨3:00,义乌之心店,4.9,4.9,4.8,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
042301,金华市,1,早10:00~次日07:00,吾悦广场店,4.6,4.5,4.7,4.7,4.7,1,17,8/26/2020,正在营业,Tier 3,
044602,衢州市,1,10：00-次日07：00,国金中心店,4.9,4.8,5.0,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
044601,衢州市,1,早9:00-次日凌晨7:00,吾悦广场店,4.9,4.9,4.8,4.9,4.8,1,17,8/26/2020,正在营业,Tier 3,8
042003,台州市,1,早10：00~次日02:00,温岭银泰城店,4.8,4.7,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,
042001,台州市,1,早10:00~次日7:00,中盛城市广场店,4.8,4.7,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,
045401,台州市,1,早10:00-次日凌晨02:00,临海银泰城店,4.9,4.8,4.9,4.9,4.8,0,17,8/26/2020,正在营业,Tier 3,
042002,台州市,1,早10:00~次日07:00,青悦城店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
040706,合肥市,1,早9:00~次日07:00,滨湖银泰店,4.9,4.9,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 2,
040709,合肥市,1,早9:00~次日07:00,世纪金源店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040710,合肥市,1,早9:00~次日07:00,合肥星达城,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040717,合肥市,1,早9:00~次晨07:00,中环城店,4.7,4.7,4.7,4.8,4.7,1,17,8/26/2020,正在营业,Tier 2,
040713,合肥市,14,早10:00~次日7:00（今日早10:00~23:00）,合肥新地中心保利MALL店,4.8,4.7,4.8,4.8,4.8,0,17,8/26/2020,暂停营业,Tier 2,
040704,合肥市,1,早9:00~次日07:00,天鹅湖店,4.9,4.9,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 2,8
040707,合肥市,1,早10:00~次日07:00,华润五彩城店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040705,合肥市,1,09:00-次日07:00,金大地店,4.9,4.9,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 2,8
040714,合肥市,1,早9:00~次日07:00,漫乐城店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040720,合肥市,1,早9:00~次日07:00,国祯广场店,4.5,,,,,1,17,8/26/2020,正在营业,Tier 2,8
040701,合肥市,1,早9:00~次日07:00,之心城店,4.9,4.8,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 2,
040718,合肥市,1,早9：00~次日07:00,商之都中心广场店,4.9,4.9,4.9,4.9,5.0,1,17,8/26/2020,正在营业,Tier 2,
040703,合肥市,12,早10:00~次日07:00,银泰中心店,4.9,4.9,4.9,4.9,4.9,0,17,8/26/2020,装修升级,Tier 2,
040716,合肥市,1,早9:00~次日07:00,祥源广场店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040708,合肥市,1,早09:00~次日07:00,保利广场店,4.8,4.7,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040702,合肥市,1,早9:00~次日7:00,蒙城路店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040711,合肥市,1,早09:00~次日07:00,万科广场店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040715,合肥市,1,早9:00~次日07:00,龙湖瑶海天街店,4.8,4.8,4.8,4.8,4.8,0,17,8/26/2020,正在营业,Tier 2,
041303,芜湖市,1,早10:00~次日00:00,银泰城店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
041302,芜湖市,1,早10:00~次日03:00,苏宁广场店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
041301,芜湖市,1,早10:00~次日07:00,八佰伴店,4.9,4.9,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 3,
030701,蚌埠市,1,早10:00~次日4:00,银泰城店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
030702,蚌埠市,1,上午10:00~次日04:00,百大名品店,5.0,4.9,5.0,5.0,5.0,1,17,8/26/2020,正在营业,Tier 3,
044801,淮南市,1,10：00-次晨3：00,新世界广场店,4.8,4.8,4.8,4.9,4.9,0,17,8/26/2020,正在营业,Tier 3,
030603,马鞍山市,1,早9:30~次日07:00,印象汇店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
030601,马鞍山市,1,早10:00~次日07:00,金鹰店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
030602,淮北市,1,早9:30~次日03:00,万里大厦店,4.9,4.9,5.0,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
047101,铜陵市,1,10:00-次日凌晨3:00,铜陵八佰伴店,4.7,4.7,4.8,4.7,4.8,1,17,8/26/2020,正在营业,Tier 3,
044502,安庆市,1,10：00-次日凌晨7:00,八佰伴店,4.7,4.8,4.7,4.9,4.6,1,17,8/26/2020,正在营业,Tier 3,8
044501,安庆市,1,上午9:00-次日7:00,吾悦广场店,4.8,4.8,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,
045001,阜阳市,1,早10:00~次日07:00,商厦时代广场店,4.8,4.8,4.8,4.8,4.9,0,17,8/26/2020,正在营业,Tier 3,8
043001,宿州市,1,早10:30~次日07:00,华夏世贸店,4.7,4.6,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,
045202,亳州市,5,10:00-21:00,光明路店,4.5,,,,,0,17,8/26/2020,?,Tier 3,
100601,福州市,1,早10:00~次日07:00,福清万达广场店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
100204,福州市,1,早10:00-次日早07：00,爱琴海店,4.8,4.7,4.8,4.8,4.8,0,17,8/26/2020,正在营业,Tier 2,8
100201,福州市,12,早11:00~晚上18:00,苏宁广场店,5.0,5.0,4.9,5.0,5.0,0,17,8/26/2020,装修升级,Tier 2,
100203,福州市,5,早10:30~凌晨1:00,东百元洪店,4.9,4.9,4.9,4.9,4.9,1,17,8/26/2020,?,Tier 2,8
100205,福州市,1,早10:00~次日07:00,大洋晶典店,4.8,4.8,4.9,4.9,4.8,1,17,8/26/2020,正在营业,Tier 2,8
100202,福州市,1,早10:00~次日07:00,东方百货店,4.9,5.0,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
100207,福州市,1,早10:30~次日07:00,福州台江万达广场店,4.8,4.8,4.9,4.9,4.8,1,17,8/26/2020,正在营业,Tier 2,8
100209,福州市,1,早10:30~次日07:00,泰禾广场店,4.8,4.7,4.8,4.9,4.7,1,17,8/26/2020,正在营业,Tier 2,8
100206,福州市,1,早10:00~次日07:00,五四北店,4.8,4.8,4.8,4.8,4.8,0,17,8/26/2020,正在营业,Tier 2,8
040606,厦门市,1,早10:00~次日07:00,阿罗海广场店,4.7,4.6,4.8,4.8,4.7,1,17,8/26/2020,正在营业,Tier 2,
040604,厦门市,1,早9:00~次日07:00,中山路店,4.8,4.7,4.8,4.8,4.8,0,17,8/26/2020,正在营业,Tier 2,
040602,厦门市,1,早10:00~次日07:00,百脑汇店,4.9,4.9,4.8,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,
040601,厦门市,1,早9:00~次日07:00,世贸商城店,4.8,4.8,4.9,4.9,4.8,1,17,8/26/2020,正在营业,Tier 2,8
040603,厦门市,1,早10:00~次日07:00,商业广场店,4.8,4.7,4.8,4.8,4.8,0,17,8/26/2020,正在营业,Tier 2,8
040607,厦门市,1,早10:00~次日07:00,集美万达店,4.8,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040608,厦门市,1,早10:00~次日07:00,蔡塘广场店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 2,8
040609,厦门市,1,早9:00~次日07:00,银泰百货店,4.8,4.7,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,8
040605,厦门市,1,早10:00~次日07:00,天虹五缘湾店,4.8,4.8,4.8,4.9,4.8,1,17,8/26/2020,正在营业,Tier 2,
040610,厦门市,1,早10:00~次日07:00,湖里万达广场店,4.8,4.8,4.9,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,
020801,莆田市,1,早10:00~次日07:00,城厢万达广场店,4.8,4.8,4.8,4.9,4.8,1,17,8/26/2020,正在营业,Tier 3,8
020802,莆田市,1,早10:00~次日07:00,金鼎广场店,4.8,4.8,4.9,4.9,4.9,0,17,8/26/2020,正在营业,Tier 3,8
020803,莆田市,1,早10:00~次日07:00,正荣财富中心店,4.8,4.8,4.8,4.8,4.9,0,17,8/26/2020,正在营业,Tier 3,8
041102,泉州市,1,早9:00~次日07:00,晋江SM店,4.8,4.7,4.8,4.8,4.9,1,17,8/26/2020,正在营业,Tier 3,8
041101,泉州市,1,早10:00~次日07:00,五店市店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,8
131201,泉州市,1,早10:00~次日07:00,德辉广场,4.8,4.8,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,
131801,泉州市,1,早10:30~次日07:00,星光店,4.9,4.9,4.9,4.9,5.0,1,17,8/26/2020,正在营业,Tier 3,8
131802,泉州市,1,早10:00~次日07:00,开元盛世店,4.8,4.8,4.8,4.8,4.9,1,17,8/26/2020,正在营业,Tier 3,
131803,泉州市,1,早10:00~次日07:00,城东万达广场店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,6
041801,龙岩市,1,早9:00~次日07:00,万宝广场店,4.9,4.8,4.9,4.9,4.9,1,17,8/26/2020,正在营业,Tier 3,
070201,宁德市,1,上午10:00至次日凌晨4:00,万达广场店,4.7,4.7,4.8,4.8,4.8,1,17,8/26/2020,正在营业,Tier 3,8
130909,南昌市,1,早10:00~次日04:00,朝阳天虹店,4.7,4.6,4.7,4.7,4.7,1,17,8/26/2020,正在营业,Tier 2,
130907,南昌市,1,早10:00~次日07:00,洪城路王府井店,4.8,4.7,4.9,4.8,4.8,1,17,8/26/2020,正在营业,Tier 2,
